name,type,id,level,play_cost,evolution_cost,evolution_color,evolution_level,xros_req,color,color2,digi_type,digi_type2,form,dp,attribute,rarity,stage,artist,main_effect,source_effect,alt_effect,series,pretty_url,date_added,tcgplayer_name,tcgplayer_id,set_name
Sukamon,Digimon,BT11-040,4.0,3.0,2.0,,,,Yellow,Black,Abnormal,,,1000.0,Virus,U,,,"[On Deletion] Reveal the top 3 cards of your deck. Add 1 card with [Chuumon], [Sukamon] or [Etemon] in its name among them to your hand. Trash the rest.","[All Turns] When this Digimon would be deleted, by deleting 1 other Digimon with [Sukamon] in its name, prevent that deletion.",,Digimon Card Game,sukamon-bt11-040,2024-05-27 15:14:30,Sukamon,477856.0,['BT-11: Booster Dimensional Phase']
Sukamon,Digimon,BT14-034,4.0,3.0,2.0,Yellow,3.0,,Yellow,Black,Abnormal,,Champion,1000.0,Virus,U,Champion,,"[Security] At the end of the battle, play this card without paying the cost.",[On Deletion] 1 of your opponent's Digimon gets -3000 DP for the turn.,,Digimon Card Game,sukamon-bt14-034,2024-05-27 15:14:30,Sukamon,524954.0,['BT-14: Booster Blast Ace']
Summon Frost,Option,EX7-067,,5.0,,,,,Blue,,,,,,,C,,,"[Main] Trash the top 2 digivolution cards of all of your opponent's Digimon. If this effect didn't trash, you may play 1 level 4 or lower Digimon card with the [Ice-Snow] trait from your hand without paying the cost. Then, none of their Digimon with no digivolution cards can attack until the end of their turn.",Security Effect [Security] Activate this card's [Main] effects.,,Digimon Card Game,summon-frost-ex7-067,2024-05-27 15:14:30,Summon Frost,565031.0,['EX-07: Extra Booster Digimon Liberator']
Sunarizamon,Digimon,BT4-064,3.0,3.0,0.0,Black,2.0,,Black,,Reptile,,Rookie,2000.0,Virus,U,Rookie,,"Inherited Effect [Your Turn] When this card is trashed due to activating this Digimon's ＜Digi-Burst＞, return this card to its owner's hand.",,,Digimon Card Game,sunarizamon-bt4-064,2024-05-27 15:14:30,Sunarizamon,238172.0,['BT-04: Booster Great Legend']
Sunarizamon,Digimon,EX3-003,3.0,3.0,0.0,,,,Red,,Reptile,,,2000.0,Virus,C,,,"[When Attacking] Reveal the top 3 cards of your deck. Add 1 Digimon card with [Dragon], [saur] or [Ceratopsian] in any of its traits among them to your hand. Place the rest at the bottom of your deck in any order.",,,Digimon Card Game,sunarizamon-ex3-003,2024-05-27 15:14:30,Sunarizamon,452806.0,"['EX-03: Theme Booster Draconic Roar', 'Revision Pack 2023']"
Sunarizamon,Digimon,BT21-055,3.0,3.0,,,,,Black,,Reptile,LIBERATOR,,1000.0,Virus,C,,,"[Your Turn] When this Digimon would digivolve into a card with the [Mineral] or [Rock] trait, reduce the digivolution cost by 1.","When effects trash this card from a [Mineral] or [Rock] trait Digimon's digivolution cards, delete 1 of your opponent's Digimon with a play cost of 4 or less.",,Digimon Card Game,sunarizamon-bt21-055,2025-03-16 12:03:25,Sunarizamon,623657.0,['BT-21: Booster World Convergence']
Sunflowmon,Digimon,BT4-054,4.0,5.0,2.0,Green,3.0,,Green,,Vegetation,,Champion,5000.0,Data,U,Champion,,"[Main] ＜Digi-Burst 2＞ (You may trash 2 of this Digimon's digivolution cards to activate the effect below)
・1 of your opponent's suspended Digimon doesn't unsuspend during your opponent's next unsuspend phase.",,,Digimon Card Game,sunflowmon-bt4-054,2024-05-27 15:14:30,Sunflowmon,238165.0,['BT-04: Booster Great Legend']
Sunflowmon,Digimon,BT10-048,4.0,4.0,2.0,Green,3.0,,Green,,Vegetation,,Champion,3000.0,Data,C,Champion,,"[When Digivolving] By suspending 1 of your green Digimon, you may play 1 Digimon card with [Vegetation], [Plant] or [Fairy] in any of its traits and 3000 DP or less from your hand without paying its play cost.","[Your Turn] [Once Per Turn] When an effect suspends one of your Digimon, ＜Draw 1＞ (Draw 1 card from your deck.)",,Digimon Card Game,sunflowmon-bt10-048,2024-05-27 15:14:30,Sunflowmon,449506.0,['BT-10: Booster Xros Encounter']
Sunflowmon,Digimon,BT13-050,4.0,4.0,2.0,,,,Green,,Vegetation,,,3000.0,Data,C,,,"[Main] You may suspend this Digimon to digivolve 1 of your Digimon into a Digimon card with the [Fairy] trait in your hand. When it would digivolve by this effect, reduce the digivolution cost by 2.","[Your Turn] [Once Per Turn] When this Digimon would digivolve, if you have a green Tamer in play, reduce the digivolution cost by 1.",,Digimon Card Game,sunflowmon-bt13-050,2024-05-27 15:14:30,Sunflowmon,503696.0,['BT-13: Booster Versus Royal Knights']
Sunmon,Digi-Egg,EX5-001,2.0,,,,,,Red,,Lesser,Light Fang,,,,U,,,"Inherited Effect [Your Turn] [Once Per Turn] When an effect places the top card of this Digimon in its digivolution cards, this Digimon may digivolve into a Digimon card in your hand with the digivolution cost reduced by 1.",,,Digimon Card Game,sunmon-ex5-001,2024-05-27 15:14:30,Sunmon,530404.0,"['Box Promotion Pack: Animal Colosseum', 'EX-05: Theme Booster Animal Colosseum']"
Super Shocker,Option,BT15-094,,2.0,,,,,Green,,,,,,,C,,,[Main] Suspend 1 level 6 or lower Digimon. 1 of your Digimon with the [Insectoid] trait gets +3000 DP until the end of your opponent's turn.,"Security Effect [Security] Activate this card's [Main] effects. Then, add this card to the hand.",,Digimon Card Game,super-shocker-bt15-094,2024-05-27 15:14:30,Super Shocker,537622.0,['BT-15: Booster Exceed Apocalypse']
SuperStarmon,Digimon,BT5-040,5.0,6.0,2.0,Yellow,4.0,,Yellow,,Mutant,,Ultimate,7000.0,Data,U,Ultimate,,,,,Digimon Card Game,superstarmon-bt5-040,2024-05-27 15:14:30,SuperStarmon,245677.0,['BT-05: Booster Battle Of Omni']
Supreme Cannon,Option,BT5-096,,3.0,,Blue,,,Blue,,,,,,,C,,,"[Main] Return all of your opponent's Digimon with 3000 DP or less to their owners' hands. If you have a Digimon in play with [Garurumon] or [Omnimon] in its name (other than [KendoGarurumon]), return all of your opponent's Digimon with 5000 DP or less to their owners' hands instead.",Security Effect [Security] Activate this cards [Main] effect.,,Digimon Card Game,supreme-cannon-bt5-096,2024-05-27 15:14:30,Supreme Cannon,243297.0,['BT-05: Booster Battle Of Omni']
Surfimon,Digimon,BT8-030,6.0,10.0,3.0,,,,Blue,Black,Cyborg,,,13000.0,Vaccine,C,,,,,,Digimon Card Game,surfimon-bt8-030,2024-05-27 15:14:30,Surfimon,268866.0,['BT-08: Booster New Awakening']
Swimmon,Digimon,BT12-020,3.0,3.0,0.0,,,,Blue,,Tropical Fish,,,4000.0,Vaccine,C,,,,,,Digimon Card Game,swimmon-bt12-020,2024-05-27 15:14:30,Swimmon,493591.0,['BT-12: Booster Across Time']
Swimmon,Digimon,BT19-018,3.0,3.0,0.0,,,,Blue,,Tropical Fish,,,1000.0,Vaccine,C,,,"＜Evade＞ (When this Digimon would be deleted, you may suspend it to prevent that deletion.)",＜Jamming＞ (This Digimon can't be deleted in battles against Security Digimon.),,Digimon Card Game,swimmon-bt19-018,2024-09-09 08:07:13,Swimmon,587271.0,"['BT-19: Booster Xros Evolution', 'BT18-19: Special Booster Ver.2.0']"
Swipemon,Digi-Egg,BT21-005,2.0,,,,,,Green,,Swipe (App Name),,Appmon,,Social,C,Appmon,,"Inherited Effect [Your Turn] [Once Per Turn] When this Digimon gets linked, ＜Draw 1＞ (Draw 1 card from your deck.)",,,Digimon Card Game,swipemon-bt21-005,2025-02-17 12:02:05,Swipemon,618815.0,['BT-21: Booster World Convergence']
Syakomon,Digimon,BT5-021,3.0,3.0,0.0,Blue,2.0,,Blue,,Crustacean,,Rookie,3000.0,Virus,C,Rookie,,[Opponent's Turn] Your opponent can't reduce digivolution costs.,,,Digimon Card Game,syakomon-bt5-021,2024-05-27 15:14:30,Syakomon,245741.0,['BT-05: Booster Battle Of Omni']
Syakomon,Digimon,EX5-056,3.0,3.0,0.0,,,,Purple,,Crustacean,,,1000.0,Virus,C,,,"[On Play] For each of your opponent's Digimon, ＜Draw 1＞ (Draw 1 card from your deck.) Then, trash 1 card in your hand.","[All Turns] [Once Per Turn] When an effect plays an opponent's Digimon, gain 1 memory.",,Digimon Card Game,syakomon-ex5-056,2024-05-27 15:14:30,Syakomon,531466.0,['EX-05: Theme Booster Animal Colosseum']
Syakomon,Digimon,EX8-056,3.0,3.0,0.0,,,[Digivolve] Lv.2 w/[DS] trait: Cost 0,Purple,,Crustacean,DS,,1000.0,Virus,C,,,[On Deletion] ＜Draw 1＞ (Draw 1 card from your deck.) and trash 1 card in your hand.,[When Attacking] [Once Per Turn] Delete 1 of your opponent's level 3 Digimon.,[Digivolve] Lv.2 w/[DS] trait: Cost 0,Digimon Card Game,syakomon-ex8-056,2024-10-25 06:00:20,Syakomon,604367.0,['EX-08: Extra Booster Chain of Liberation']
Syakomon,Digimon,BT14-021,3.0,3.0,0.0,Blue,2.0,,Blue,,Crustacean,,Rookie,2000.0,Virus,C,Rookie,,"＜Evade＞ (When this Digimon would be deleted, you may suspend it to prevent that deletion.)",,,Digimon Card Game,syakomon-bt14-021,2024-05-27 15:14:30,Syakomon,524147.0,['BT-14: Booster Blast Ace']
Syakomon,Digimon,BT18-020,3.0,2.0,0.0,,,,Blue,,Crustacean,,,3000.0,Virus,C,,,,,,Digimon Card Game,syakomon-bt18-020,2024-06-09 12:20:16,Syakomon,586926.0,"['BT-18: Booster Elemental Successor', 'BT18-19: Special Booster Ver.2.0']"
Syakomon (X Antibody),Digimon,BT16-066,3.0,3.0,1.0,,,[Digivolve] [Syakomon]: Cost 0,Purple,Blue,Crustacean,X Antibody,,2000.0,Virus,U,,,"[Start of Your Main Phase] [When Digivolving] Your opponent may trash 1 Digimon card in their hand. If they didn't, gain 1 memory.",[When Attacking] [Once Per Turn] ＜Draw 1＞ (Draw 1 card from your deck.) and trash 1 card in your hand.,[Digivolve] [Syakomon]: Cost 0,Digimon Card Game,syakomon-x-antibody-bt16-066,2024-05-27 15:14:30,Syakomon (X Antibody),548641.0,['BT-16: Booster Beginning Observer']
SymbareAngoramon,Digimon,LM-011,4.0,5.0,2.0,Green,3.0,,Green,,Beastkin,,Champion,5000.0,Vaccine,U,Champion,,"[On Play] [When Digivolving] Suspend 1 of your opponent's Digimon. Then, if they have no unsuspended Digimon, 1 of your Digimon gains ＜Blocker＞ (At blocker timing, by suspending this Digimon, it becomes the attack target.) until the end of your opponent's turn.","[Your Turn] While this Digimon has [Angoramon] in its text, it gets +2000 DP.",,Digimon Card Game,symbareangoramon-lm-011,2024-05-27 15:14:30,SymbareAngoramon,538419.0,['LM-01: Limited Card Pack Digimon Ghost Game']
SymbareAngoramon,Digimon,RB1-022,4.0,5.0,2.0,Green,3.0,,Green,,Beastkin,,Champion,5000.0,Vaccine,C,Champion,,"[When Digivolving] If you don't have [Ruli Tsukiyono] in play, you may play 1 [Ruli Tsukiyono] from your hand without paying the cost.","[All Turns] While your opponent has no unsuspended Digimon in play, this Digimon gets +1000 DP.",,Digimon Card Game,symbareangoramon-rb1-022,2024-05-27 15:14:30,SymbareAngoramon,514944.0,['RB-01: Resurgence Booster']
SymbareAngoramon,Digimon,BT10-051,4.0,5.0,2.0,Green,3.0,,Green,,Beastkin,,Champion,6000.0,Vaccine,C,Champion,,"Inherited Effect [Your Turn] [Once Per Turn] When an opponent's Digimon becomes suspended, gain 1 memory.",,,Digimon Card Game,symbareangoramon-bt10-051,2024-05-27 15:14:30,SymbareAngoramon,286786.0,"['BT-10: Booster Xros Encounter', 'Illustration Competition Promotion Pack 2023']"
SymbareAngoramon,Digimon,BT13-052,4.0,5.0,2.0,,,,Green,,Beastkin,,,5000.0,Vaccine,C,,,＜Jamming＞ (This Digimon can't be deleted in battles against Security Digimon.),"[All Turns] While your opponent has no unsuspended Digimon in play, this Digimon gets +1000 DP.",,Digimon Card Game,symbareangoramon-bt13-052,2024-05-27 15:14:30,SymbareAngoramon,504344.0,['BT-13: Booster Versus Royal Knights']
T.K. Takaishi,Tamer,BT8-087,,4.0,,,,,Blue,,,,,,,U,,,"[Start of Your Turn] If you have 2 or less memory, set it to 3.
[Opponent's Turn] When one of your opponent's Digimon attacks one of your blue Digimon, you may suspend this Tamer to ＜Draw 1＞ (Draw 1 card from your deck.)",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,t-k-takaishi-bt8-087,2024-05-27 15:14:30,T.K. Takaishi,268810.0,"['BT-08: Booster New Awakening', 'Memorial Collection Digimon Adventure 02']"
T.K. Takaishi & Kari Kamiya,Tamer,EX6-063,,4.0,,,,,Yellow,,,,,,,U,,,"[Start of Your Main Phase] [On Play] 1 of your yellow Digimon gains ＜Barrier＞ (When this Digimon would be deleted in battle, by trashing the top card of your security stack, prevent that deletion.) until the end of your opponent's turn.
[Your Turn] When one of your Digimon is played or digivolves, if it has the [Angel], [Archangel] or [Three Great Angels] trait, by suspending this Tamer, gain 1 memory.",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,t-k-takaishi-kari-kamiya-ex6-063,2024-05-27 15:14:30,T.K. Takaishi & Kari Kamiya,554846.0,"['Box Promotion Pack: Infernal Ascension', 'EX-06: Theme Booster Infernal Ascension']"
Tactical Retreat!,Option,BT4-105,,1.0,,,,,Yellow,,,,,,,U,,,[Main] Place 1 of your Digimon on top of your security stack face down.,Security Effect [Security] ＜Recovery +1 (Deck)＞ (Place the top card of your deck on top of your security stack.),,Digimon Card Game,tactical-retreat-bt4-105,2024-05-27 15:14:30,Tactical Retreat!,238224.0,['BT-04: Booster Great Legend']
Tactimon,Digimon,BT10-084,6.0,13.0,4.0,,,,Purple,,Wizard,Bagra Army,,12000.0,Data,C,,,"[On Play] You may play 2 level 4 or lower Digimon cards with the [Bagra Army] trait from your trash without paying their memory costs. All Digimon played by this effect gain ＜Blocker＞ (At blocker timing, by suspending this Digimon, it becomes the attack target.) until the end of your opponent's turn.
[Opponent's Turn] When an effect would trash one of your other Digimon's digivolution cards, you may trash this Digimon's digivolution cards with that effect instead.",,,Digimon Card Game,tactimon-bt10-084,2024-05-27 15:14:30,Tactimon,287181.0,['BT-10: Booster Xros Encounter']
Taiki Kudo,Tamer,BT19-079,,4.0,,,,,Red,,General,Xros Heart,,,,U,,,"[Start of Your Turn] If you have 2 or less memory, set it to 3.
[All Turns] When any of your [Xros Heart] trait Digimon cards with DigiXros requirements would be played, by suspending this Tamer, you may place cards from under your Tamers as digivolution cards for a DigiXros.",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,taiki-kudo-bt19-079,2024-09-09 08:04:28,Taiki Kudo,607306.0,"['BT-19: Booster Xros Evolution', 'BT19-20: Special Booster Ver.2.5']"
Tanemon,Digi-Egg,EX9-004,2.0,,,,,,Green,,Bulb,DM,,,,C,,,"Inherited Effect [Your Turn] [Once Per Turn] When any of your [Ver.4] trait Digimon are played, by trashing this Digimon's bottom face-down digivolution card, gain 1 memory.",,,Digimon Card Game,tanemon-ex9-004,2025-05-05 12:01:17,Tanemon,630148.0,['EX-09: Extra Booster Versus Monsters']
Tanemon,Digi-Egg,BT11-004,2.0,,,,,,Green,,Bulb,,,,,C,,,"Inherited Effect [Your Turn] [Once Per Turn] When you play a green Tamer, ＜Draw 1＞ (Draw 1 card from your deck.)",,,Digimon Card Game,tanemon-bt11-004,2024-05-27 15:14:30,Tanemon,477781.0,['BT-11: Booster Dimensional Phase']
Tanemon,Digi-Egg,BT14-004,2.0,,,,,,Green,,Bulb,,In-Training,,,U,In-Training,,"Inherited Effect [Your Turn] [Once Per Turn] When one of your effects suspends a Tamer, this Digimon gets +2000 DP for the turn.",,,Digimon Card Game,tanemon-bt14-004,2024-05-27 15:14:30,Tanemon,522728.0,"['Box Promotion Pack: Blast Ace', 'BT-14: Booster Blast Ace']"
Tankdramon,Digimon,BT4-071,5.0,7.0,3.0,Black,4.0,,Black,,Machine,D-Brigade,Ultimate,7000.0,Virus,C,Ultimate,,"[Your Turn] When one of your other Digimon with the [D-Brigade] trait is deleted, reveal the top 2 cards of your deck. You may play 1 [Commandramon] among them without paying its memory cost. Place the remaining cards at the bottom of your deck in any order.",,,Digimon Card Game,tankdramon-bt4-071,2024-05-27 15:14:30,Tankdramon,238182.0,['BT-04: Booster Great Legend']
Tankdramon,Digimon,BT16-060,5.0,7.0,3.0,,,,Black,,Machine,D-Brigade,,7000.0,Virus,C,,,"[On Play] [When Digivolving] Reveal the top 3 cards of your deck. For each [D-Brigade] or [DigiPolice] trait card among them, reduce the play costs of all of your opponent's Digimon by 1 until the end of the turn. Return the revealed cards to the top or the bottom of the deck. Then, delete 1 of your opponent's Digimon with a play cost of 4 or less.","[All Turns] [Once Per Turn] When one of your other Digimon with the [D-Brigade] or [DigiPolice] trait is played, ＜De-Digivolve 1＞ 1 of your opponent's Digimon. (Trash the top card. You can't trash past level 3 cards.)",,Digimon Card Game,tankdramon-bt16-060,2024-05-27 15:14:30,Tankdramon,548371.0,['BT-16: Booster Beginning Observer']
Tankmon,Digimon,BT3-067,4.0,6.0,1.0,Black,3.0,,Black,,Cyborg,,Champion,6000.0,Data,C,Champion,,,,,Digimon Card Game,tankmon-bt3-067,2024-05-27 15:14:30,Tankmon,231730.0,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Tankmon,Digimon,EX7-043,4.0,5.0,2.0,,,[Digivolve] Lv.3 w/[Three Musketeers] in text: Cost 2,Black,,Cyborg,,,5000.0,Data,C,,,"[On Play] [When Digivolving] By returning 3 cards with the [Three Musketeers] trait from your hand or trash to the top of the deck, ＜De-Digivolve 1＞ 1 of your opponent's Digimon. (Trash the top card. You can't trash past level 3 cards.)",＜Reboot＞ (Unsuspend this Digimon during your opponent's unsuspend phase.),[Digivolve] Lv.3 w/[Three Musketeers] in text: Cost 2,Digimon Card Game,tankmon-ex7-043,2024-05-27 15:14:30,Tankmon,564986.0,['EX-07: Extra Booster Digimon Liberator']
Tankmon,Digimon,ST15-07,4.0,5.0,2.0,Black,3.0,,Black,,Cyborg,,Champion,6000.0,Data,C,Champion,,＜Jamming＞ (This Digimon can't be deleted in battles against Security Digimon.),,,Digimon Card Game,tankmon-st15-07,2024-05-27 15:14:30,Tankmon,519884.0,"['Demo Deck: ST-15', 'ST-15: Starter Deck Dragon of Courage']"
Taomon,Digimon,BT5-041,5.0,6.0,3.0,Yellow,4.0,,Yellow,,Wizard,,Ultimate,7000.0,Data,C,Ultimate,,Inherited Effect [Your Turn] All of your opponent's Security Digimon get -1000 DP.,,,Digimon Card Game,taomon-bt5-041,2024-05-27 15:14:30,Taomon,243679.0,['BT-05: Booster Battle Of Omni']
Taomon,Digimon,EX2-023,5.0,8.0,3.0,Yellow,,,Yellow,,Wizard,,,7000.0,Data,U,,,[When Digivolving] You may play 1 [Rika Nonaka] from your hand without paying its memory cost.,"[Your Turn] [Once Per Turn] When you use an Option card with a cost of 2 or more, 1 of your opponent's Digimon gets -2000 DP for the turn.",,Digimon Card Game,taomon-ex2-023,2024-05-27 15:14:30,Taomon,274874.0,"['EX-02: Theme Booster Digital Hazard', 'Tamer Battle Pack 13']"
Taomon,Digimon,BT10-039,5.0,8.0,3.0,,,,Yellow,,Wizard,,,8000.0,Data,U,,,[When Digivolving] You may use 1 Option card with [Plug-In] in its name from your hand without meeting its color requirements or paying its memory cost.,,,Digimon Card Game,taomon-bt10-039,2024-05-27 15:14:30,Taomon,288149.0,['BT-10: Booster Xros Encounter']
